0.000000	0.000000	0.000000
0.000000	0.050000	0.000000
0.000000	0.100000	0.000000
0.000000	0.150000	0.000000
0.000000	0.200000	0.000000
0.000000	0.250000	0.000000
0.000000	0.300000	0.000000
0.000000	0.350000	0.000000
0.000000	0.400000	0.000000
0.000000	0.450000	0.000000
0.000000	0.500000	0.000000
0.000000	0.550000	0.000000
0.000000	0.600000	0.000000
0.000000	0.650000	0.000000
0.000000	0.700000	0.000000
0.000000	0.750000	0.000000
0.000000	0.800000	0.000000
0.000000	0.850000	0.000000
0.000000	0.900000	0.000000
0.000000	0.950000	0.000000
0.050000	0.000000	0.000000
0.050000	0.050000	0.024472
0.050000	0.100000	0.048341
0.050000	0.150000	0.071020
0.050000	0.200000	0.091950
0.050000	0.250000	0.110616
0.050000	0.300000	0.126558
0.050000	0.350000	0.139384
0.050000	0.400000	0.148778
0.050000	0.450000	0.154508
0.050000	0.500000	0.156434
0.050000	0.550000	0.154508
0.050000	0.600000	0.148778
0.050000	0.650000	0.139384
0.050000	0.700000	0.126558
0.050000	0.750000	0.110616
0.050000	0.800000	0.091950
0.050000	0.850000	0.071020
0.050000	0.900000	0.048341
0.050000	0.950000	0.024472
0.100000	0.000000	0.000000
0.100000	0.050000	0.048341
0.100000	0.100000	0.095492
0.100000	0.150000	0.140291
0.100000	0.200000	0.181636
0.100000	0.250000	0.218508
0.100000	0.300000	0.250000
0.100000	0.350000	0.275336
0.100000	0.400000	0.293893
0.100000	0.450000	0.305212
0.100000	0.500000	0.309017
0.100000	0.550000	0.305212
0.100000	0.600000	0.293893
0.100000	0.650000	0.275336
0.100000	0.700000	0.250000
0.100000	0.750000	0.218508
0.100000	0.800000	0.181636
0.100000	0.850000	0.140291
0.100000	0.900000	0.095492
0.100000	0.950000	0.048341
0.150000	0.000000	0.000000
0.150000	0.050000	0.071020
0.150000	0.100000	0.140291
0.150000	0.150000	0.206107
0.150000	0.200000	0.266849
0.150000	0.250000	0.321020
0.150000	0.300000	0.367286
0.150000	0.350000	0.404508
0.150000	0.400000	0.431771
0.150000	0.450000	0.448401
0.150000	0.500000	0.453990
0.150000	0.550000	0.448401
0.150000	0.600000	0.431771
0.150000	0.650000	0.404508
0.150000	0.700000	0.367286
0.150000	0.750000	0.321020
0.150000	0.800000	0.266849
0.150000	0.850000	0.206107
0.150000	0.900000	0.140291
0.150000	0.950000	0.071020
0.200000	0.000000	0.000000
0.200000	0.050000	0.091950
0.200000	0.100000	0.181636
0.200000	0.150000	0.266849
0.200000	0.200000	0.345492
0.200000	0.250000	0.415627
0.200000	0.300000	0.475528
0.200000	0.350000	0.523720
0.200000	0.400000	0.559017
0.200000	0.450000	0.580549
0.200000	0.500000	0.587785
0.200000	0.550000	0.580549
0.200000	0.600000	0.559017
0.200000	0.650000	0.523720
0.200000	0.700000	0.475528
0.200000	0.750000	0.415627
0.200000	0.800000	0.345492
0.200000	0.850000	0.266849
0.200000	0.900000	0.181636
0.200000	0.950000	0.091950
0.250000	0.000000	0.000000
0.250000	0.050000	0.110616
0.250000	0.100000	0.218508
0.250000	0.150000	0.321020
0.250000	0.200000	0.415627
0.250000	0.250000	0.500000
0.250000	0.300000	0.572061
0.250000	0.350000	0.630037
0.250000	0.400000	0.672499
0.250000	0.450000	0.698401
0.250000	0.500000	0.707107
0.250000	0.550000	0.698401
0.250000	0.600000	0.672499
0.250000	0.650000	0.630037
0.250000	0.700000	0.572061
0.250000	0.750000	0.500000
0.250000	0.800000	0.415627
0.250000	0.850000	0.321020
0.250000	0.900000	0.218508
0.250000	0.950000	0.110616
0.300000	0.000000	0.000000
0.300000	0.050000	0.126558
0.300000	0.100000	0.250000
0.300000	0.150000	0.367286
0.300000	0.200000	0.475528
0.300000	0.250000	0.572061
0.300000	0.300000	0.654508
0.300000	0.350000	0.720839
0.300000	0.400000	0.769421
0.300000	0.450000	0.799057
0.300000	0.500000	0.809017
0.300000	0.550000	0.799057
0.300000	0.600000	0.769421
0.300000	0.650000	0.720839
0.300000	0.700000	0.654508
0.300000	0.750000	0.572061
0.300000	0.800000	0.475528
0.300000	0.850000	0.367286
0.300000	0.900000	0.250000
0.300000	0.950000	0.126558
0.350000	0.000000	0.000000
0.350000	0.050000	0.139384
0.350000	0.100000	0.275336
0.350000	0.150000	0.404508
0.350000	0.200000	0.523720
0.350000	0.250000	0.630037
0.350000	0.300000	0.720839
0.350000	0.350000	0.793893
0.350000	0.400000	0.847398
0.350000	0.450000	0.880037
0.350000	0.500000	0.891007
0.350000	0.550000	0.880037
0.350000	0.600000	0.847398
0.350000	0.650000	0.793893
0.350000	0.700000	0.720839
0.350000	0.750000	0.630037
0.350000	0.800000	0.523720
0.350000	0.850000	0.404508
0.350000	0.900000	0.275336
0.350000	0.950000	0.139384
0.400000	0.000000	0.000000
0.400000	0.050000	0.148778
0.400000	0.100000	0.293893
0.400000	0.150000	0.431771
0.400000	0.200000	0.559017
0.400000	0.250000	0.672499
0.400000	0.300000	0.769421
0.400000	0.350000	0.847398
0.400000	0.400000	0.904508
0.400000	0.450000	0.939347
0.400000	0.500000	0.951057
0.400000	0.550000	0.939347
0.400000	0.600000	0.904508
0.400000	0.650000	0.847398
0.400000	0.700000	0.769421
0.400000	0.750000	0.672499
0.400000	0.800000	0.559017
0.400000	0.850000	0.431771
0.400000	0.900000	0.293893
0.400000	0.950000	0.148778
0.450000	0.000000	0.000000
0.450000	0.050000	0.154508
0.450000	0.100000	0.305212
0.450000	0.150000	0.448401
0.450000	0.200000	0.580549
0.450000	0.250000	0.698401
0.450000	0.300000	0.799057
0.450000	0.350000	0.880037
0.450000	0.400000	0.939347
0.450000	0.450000	0.975528
0.450000	0.500000	0.987688
0.450000	0.550000	0.975528
0.450000	0.600000	0.939347
0.450000	0.650000	0.880037
0.450000	0.700000	0.799057
0.450000	0.750000	0.698401
0.450000	0.800000	0.580549
0.450000	0.850000	0.448401
0.450000	0.900000	0.305212
0.450000	0.950000	0.154508
0.500000	0.000000	0.000000
0.500000	0.050000	0.156434
0.500000	0.100000	0.309017
0.500000	0.150000	0.453990
0.500000	0.200000	0.587785
0.500000	0.250000	0.707107
0.500000	0.300000	0.809017
0.500000	0.350000	0.891007
0.500000	0.400000	0.951057
0.500000	0.450000	0.987688
0.500000	0.500000	1.000000
0.500000	0.550000	0.987688
0.500000	0.600000	0.951057
0.500000	0.650000	0.891007
0.500000	0.700000	0.809017
0.500000	0.750000	0.707107
